QALD2_te-67	Who are the parents of the wife of Juan Carlos I?
QALD2_te-60	Give me a list of all lakes in Denmark.
QALD2_te-63	Give me all Argentine films.
QALD2_te-64	Give me all launch pads operated by NASA.
QALD2_te-65	Which instruments did John Lennon play?
QALD2_te-66	Which ships were called after Benjamin Franklin?
SemSearch_LS-1	Apollo astronauts who walked on the Moon
SemSearch_ES-97	PINK PANTHER 2
SemSearch_LS-2	Arab states of the Persian Gulf
SemSearch_ES-96	New England Coffee
SemSearch_LS-3	astronauts who landed on the Moon
SemSearch_LS-4	Axis powers of World War II
SemSearch_ES-98	University of Texas at Austin
SemSearch_LS-6	boroughs of New York City
SemSearch_LS-7	Branches of the US military
SemSearch_LS-8	continents in the world
SemSearch_LS-9	degrees of Eastern Orthodox monasticism
SemSearch_ES-91	westminster abbey
SemSearch_ES-90	university of phoenix
SemSearch_ES-95	MADRID
QALD2_te-72	In which U.S. state is Area 51 located?
QALD2_te-75	Which daughters of British earls died in the same place they were born in?
QALD2_te-76	List the children of Margaret Thatcher.
QALD2_te-77	Who was called Scarface?
QALD2_tr-15	Who created Goofy?
QALD2_tr-16	Give me the capitals of all countries in Africa.
QALD2_tr-13	Which classis does the Millepede belong to?
QALD2_tr-11	Which countries have places with more than two caves?
QALD2_te-80	Give me all books by William Goldman with more than 300 pages.
QALD2_tr-10	In which country does the Nile start?
SemSearch_ES-86	the morning call lehigh valley pa
SemSearch_ES-85	the longest yard sale
SemSearch_ES-88	thomas jefferson
SemSearch_ES-89	university of north dakota
QALD2_te-45	Which countries are connected by the Rhine?
QALD2_te-46	Which professional surfers were born on the Philippines?
QALD2_te-48	In which UK city are the headquarters of the MI6?
QALD2_te-49	Which other weapons did the designer of the Uzi develop?
QALD2_te-40	List all boardgames by GMT.
QALD2_te-42	Who is the husband of Amanda Palmer?
QALD2_te-43	Give me all breeds of the German Shepherd dog.
QALD2_te-44	Which cities does the Weser flow through?
QALD2_te-57	Give me the Apollo 14 astronauts.
QALD2_te-58	What is the time zone of Salt Lake City?
QALD2_te-59	Which U.S. states are in the same timezone as Utah?
QALD2_te-51	Give me all Frisian islands that belong to the Netherlands.
QALD2_te-53	What is the ruling party in Lisbon?
QALD2_te-55	Which Greek goddesses dwelt on Mount Olympus?
QALD2_te-24	Who was the father of Queen Elizabeth II?
QALD2_te-25	Which U.S. state has been admitted latest?
QALD2_te-27	Sean Parnell is the governor of which U.S. state?
QALD2_te-28	Give me all movies directed by Francis Ford Coppola.
TREC_Entity-7	Airlines that currently use Boeing 747 planes.
TREC_Entity-9	Members of The Beaux Arts Trio.
QALD2_te-100	Who produces Orangina?
QALD2_te-21	What is the capital of Canada?
QALD2_te-22	Who is the governor of Texas?
SemSearch_LS-46	where the British monarch is also head of state
SemSearch_LS-49	who invented the python programming language
SemSearch_LS-42	twelve tribes or sons of Israel
SemSearch_LS-43	what books did paul of tarsus write?
SemSearch_LS-44	what languages do they speak in afghanistan
TREC_Entity-4	Professional sports teams in Philadelphia.
TREC_Entity-6	Organizations that award Nobel prizes.
SemSearch_LS-41	the four of the companions of the prophet
TREC_Entity-5	Products of Medimmune, Inc.
TREC_Entity-2	Winners of the ACM Athena award.
TREC_Entity-1	Carriers that Blackberry makes phones for.
QALD2_te-35	Who developed Skype?
QALD2_te-39	Give me all companies in Munich.
QALD2_te-31	Give me all current Methodist national leaders.
QALD2_te-33	Give me all Australian nonprofit organizations.
SemSearch_LS-50	wonders of the ancient world
INEX_LD-20120521	electronic music genres
INEX_LD-20120522	digital music notation formats
QALD2_te-12	Give me all world heritage sites designated within the past five years.
QALD2_te-13	Who is the youngest player in the Premier League?
QALD2_te-14	Give me all members of Prodigy.
QALD2_te-17	Give me all cars that are produced in Germany.
INEX_LD-20120512	south korean girl groups
INEX_LD-20120511	female rock singers
QALD2_te-11	Who is the Formula 1 race driver with the most races?
SemSearch_ES-17	butte montana
SemSearch_ES-16	brooklyn bridge
SemSearch_ES-19	carl lewis
SemSearch_ES-18	canasta cards
